Precision,Recall,Threshold,Model
0.1119,0.9677,0.0152,SVM
0.1132,0.9677,0.0152,SVM
0.1145,0.9677,0.0153,SVM
0.1158,0.9677,0.0153,SVM
0.1179,0.9677,0.0154,SVM
0.119,0.9677,0.0154,SVM
0.1202,0.9677,0.0155,SVM
0.1222,0.9677,0.0156,SVM
0.1235,0.9677,0.0156,SVM
0.1253,0.9677,0.0158,SVM
0.1266,0.9677,0.0159,SVM
0.1279,0.9677,0.016,SVM
0.1299,0.9677,0.0161,SVM
0.1319,0.9677,0.0162,SVM
0.1336,0.9677,0.0162,SVM
0.1351,0.9677,0.0164,SVM
0.1376,0.9677,0.0166,SVM
0.1399,0.9677,0.0168,SVM
0.1425,0.9677,0.0168,SVM
0.1446,0.9677,0.0169,SVM
0.1463,0.9677,0.0172,SVM
0.1481,0.9677,0.0176,SVM
0.15,0.9677,0.0182,SVM
0.1494,0.9516,0.0189,SVM
0.1513,0.9516,0.022,SVM
0.1506,0.9355,0.0246,SVM
0.1526,0.9355,0.0275,SVM
0.1547,0.9355,0.0292,SVM
0.1568,0.9355,0.0324,SVM
0.1562,0.9194,0.0358,SVM
0.1583,0.9194,0.0399,SVM
0.1606,0.9194,0.0434,SVM
0.1571,0.8871,0.0476,SVM
0.1565,0.871,0.0504,SVM
0.1588,0.871,0.0521,SVM
0.1612,0.871,0.0541,SVM
0.1606,0.8548,0.0563,SVM
0.1631,0.8548,0.0596,SVM
0.1656,0.8548,0.061,SVM
0.1651,0.8387,0.0644,SVM
0.1613,0.8065,0.0652,SVM
0.1607,0.7903,0.0695,SVM
0.16,0.7742,0.0723,SVM
0.1627,0.7742,0.0748,SVM
0.1621,0.7581,0.0777,SVM
0.1649,0.7581,0.0806,SVM
0.1643,0.7419,0.083,SVM
0.1673,0.7419,0.0861,SVM
0.1667,0.7258,0.0893,SVM
0.1698,0.7258,0.0934,SVM
0.1731,0.7258,0.0953,SVM
0.1686,0.6935,0.0986,SVM
0.172,0.6935,0.1006,SVM
0.1755,0.6935,0.1068,SVM
0.175,0.6774,0.1098,SVM
0.1787,0.6774,0.1113,SVM
0.1826,0.6774,0.115,SVM
0.1822,0.6613,0.1168,SVM
0.1864,0.6613,0.1196,SVM
0.186,0.6452,0.1211,SVM
0.1857,0.629,0.1245,SVM
0.1902,0.629,0.1307,SVM
0.19,0.6129,0.1331,SVM
0.1897,0.5968,0.1341,SVM
0.1895,0.5806,0.1402,SVM
0.1946,0.5806,0.1437,SVM
0.1889,0.5484,0.1466,SVM
0.1886,0.5323,0.1523,SVM
0.1941,0.5323,0.1551,SVM
0.2,0.5323,0.161,SVM
0.2,0.5161,0.1649,SVM
0.1935,0.4839,0.1678,SVM
0.18,0.4355,0.1707,SVM
0.1862,0.4355,0.1738,SVM
0.1929,0.4355,0.1748,SVM
0.1926,0.4194,0.1789,SVM
0.1846,0.3871,0.1815,SVM
0.192,0.3871,0.1889,SVM
0.1917,0.371,0.1941,SVM
0.1913,0.3548,0.202,SVM
0.1909,0.3387,0.2035,SVM
0.2,0.3387,0.2081,SVM
0.21,0.3387,0.2149,SVM
0.2211,0.3387,0.2191,SVM
0.2222,0.3226,0.2231,SVM
0.2235,0.3065,0.2297,SVM
0.225,0.2903,0.2325,SVM
0.2267,0.2742,0.238,SVM
0.2,0.2258,0.2518,SVM
0.1846,0.1935,0.2571,SVM
0.1833,0.1774,0.2672,SVM
0.1636,0.1452,0.2722,SVM
0.16,0.129,0.2806,SVM
0.1778,0.129,0.2846,SVM
0.175,0.1129,0.2944,SVM
0.1714,0.0968,0.2985,SVM
0.1333,0.0645,0.3067,SVM
0.12,0.0484,0.3189,SVM
0.1,0.0323,0.3304,SVM
0.1333,0.0323,0.3496,SVM
0.1,0.0161,0.3709,SVM
0.0,0.0,0.3949,SVM
