Precision,Recall,Threshold,Model
0.4432,0.9701,0.0128,SVM
0.445,0.9652,0.0128,SVM
0.4491,0.9652,0.0128,SVM
0.4509,0.9602,0.0128,SVM
0.4552,0.9602,0.0128,SVM
0.4595,0.9602,0.0128,SVM
0.4639,0.9602,0.0128,SVM
0.4684,0.9602,0.0128,SVM
0.473,0.9602,0.0128,SVM
0.4777,0.9602,0.0129,SVM
0.4825,0.9602,0.0129,SVM
0.4874,0.9602,0.0129,SVM
0.4923,0.9602,0.0129,SVM
0.4974,0.9602,0.0129,SVM
0.5026,0.9602,0.0129,SVM
0.5079,0.9602,0.0129,SVM
0.5133,0.9602,0.0129,SVM
0.5259,0.9602,0.0129,SVM
0.5317,0.9602,0.0129,SVM
0.5376,0.9602,0.0129,SVM
0.5437,0.9602,0.0129,SVM
0.5499,0.9602,0.0129,SVM
0.5533,0.9552,0.0129,SVM
0.5598,0.9552,0.0129,SVM
0.5664,0.9552,0.013,SVM
0.5701,0.9502,0.013,SVM
0.577,0.9502,0.013,SVM
0.5841,0.9502,0.013,SVM
0.5932,0.9502,0.013,SVM
0.6025,0.9502,0.013,SVM
0.6181,0.9502,0.013,SVM
0.6262,0.9502,0.013,SVM
0.6333,0.9453,0.013,SVM
0.6419,0.9453,0.013,SVM
0.6473,0.9403,0.013,SVM
0.6562,0.9403,0.013,SVM
0.662,0.9353,0.0131,SVM
0.6714,0.9353,0.0131,SVM
0.6812,0.9353,0.0131,SVM
0.6912,0.9353,0.0131,SVM
0.6978,0.9303,0.0132,SVM
0.7008,0.9204,0.0132,SVM
0.7115,0.9204,0.0133,SVM
0.7227,0.9204,0.0152,SVM
0.7302,0.9154,0.0201,SVM
0.7419,0.9154,0.0244,SVM
0.7541,0.9154,0.0268,SVM
0.7667,0.9154,0.0284,SVM
0.7754,0.9104,0.0397,SVM
0.7845,0.9055,0.0451,SVM
0.7939,0.9005,0.0507,SVM
0.808,0.9005,0.064,SVM
0.8227,0.9005,0.0704,SVM
0.838,0.9005,0.0813,SVM
0.8491,0.8955,0.1001,SVM
0.8654,0.8955,0.1101,SVM
0.8824,0.8955,0.1412,SVM
0.895,0.8905,0.1658,SVM
0.9082,0.8856,0.2556,SVM
0.9271,0.8856,0.3648,SVM
0.9468,0.8856,0.4125,SVM
0.9565,0.8756,0.6028,SVM
0.9722,0.8706,0.6721,SVM
0.9886,0.8657,0.8154,SVM
0.9942,0.8507,0.8622,SVM
0.994,0.8308,0.8844,SVM
0.9939,0.8109,0.9223,SVM
0.9938,0.791,0.9395,SVM
1.0,0.7761,0.9448,SVM
1.0,0.7562,0.9555,SVM
1.0,0.7363,0.9593,SVM
1.0,0.7164,0.9671,SVM
1.0,0.6965,0.9709,SVM
1.0,0.6766,0.9735,SVM
1.0,0.6567,0.975,SVM
1.0,0.6368,0.9787,SVM
1.0,0.6169,0.9809,SVM
1.0,0.597,0.9823,SVM
1.0,0.5771,0.9831,SVM
1.0,0.5572,0.9857,SVM
1.0,0.5373,0.9862,SVM
1.0,0.5174,0.9865,SVM
1.0,0.4975,0.9879,SVM
1.0,0.4776,0.988,SVM
1.0,0.4577,0.9886,SVM
1.0,0.4378,0.9891,SVM
1.0,0.4179,0.9901,SVM
1.0,0.398,0.9909,SVM
1.0,0.3781,0.9913,SVM
1.0,0.3582,0.992,SVM
1.0,0.3383,0.9924,SVM
1.0,0.3184,0.9926,SVM
1.0,0.2985,0.9929,SVM
1.0,0.2786,0.9932,SVM
1.0,0.2587,0.994,SVM
1.0,0.2388,0.9944,SVM
1.0,0.2189,0.9947,SVM
1.0,0.199,0.995,SVM
1.0,0.1791,0.9957,SVM
1.0,0.1592,0.9961,SVM
1.0,0.1393,0.9966,SVM
1.0,0.1194,0.9971,SVM
1.0,0.0995,0.9974,SVM
1.0,0.0796,1.0,SVM
1.0,0.0597,1.0,SVM
1.0,0.0398,1.0,SVM
1.0,0.0199,1.0,SVM
