FPR,TPR,Threshold,Model
0.9154,1.0,0.0019,GradientBoosting
0.9181,1.0,0.0019,GradientBoosting
0.919,1.0,0.0019,GradientBoosting
0.9208,1.0,0.0019,GradientBoosting
0.9227,1.0,0.0019,GradientBoosting
0.9281,1.0,0.0019,GradientBoosting
0.9299,1.0,0.0019,GradientBoosting
0.9609,1.0,0.0017,GradientBoosting
0.9645,1.0,0.0017,GradientBoosting
0.9782,1.0,0.0016,GradientBoosting
0.98,1.0,0.0016,GradientBoosting
1.0,1.0,0.0008,GradientBoosting
0.0,0.0,inf,SVM
0.0009,0.0,0.5259,SVM
0.0009,0.0132,0.4836,SVM
0.0018,0.0132,0.4759,SVM
0.0018,0.0199,0.4753,SVM
0.0027,0.0199,0.4737,SVM
0.0027,0.0265,0.4725,SVM
0.0109,0.0265,0.4292,SVM
0.0109,0.0331,0.4249,SVM
0.0127,0.0331,0.4204,SVM
0.0127,0.0464,0.4144,SVM
0.0146,0.0464,0.412,SVM
0.0146,0.053,0.4064,SVM
0.0155,0.053,0.4042,SVM
0.0155,0.0596,0.4042,SVM
0.0164,0.0596,0.4035,SVM
0.0164,0.0662,0.4033,SVM
0.0173,0.0662,0.4019,SVM
0.0173,0.0728,0.4018,SVM
0.0218,0.0728,0.3939,SVM
0.0218,0.0795,0.3915,SVM
0.0246,0.0795,0.3884,SVM
0.0246,0.0861,0.3871,SVM
0.0282,0.0861,0.3786,SVM
0.0282,0.0927,0.3786,SVM
0.0309,0.0927,0.3756,SVM
0.0309,0.0993,0.3746,SVM
0.0355,0.0993,0.3703,SVM
0.0355,0.106,0.3701,SVM
0.0409,0.106,0.3653,SVM
0.0409,0.1126,0.3651,SVM
0.0419,0.1126,0.3649,SVM
0.0419,0.1192,0.3641,SVM
0.0428,0.1192,0.3641,SVM
0.0428,0.1258,0.3636,SVM
0.0437,0.1258,0.3616,SVM
0.0437,0.1325,0.3595,SVM
0.0464,0.1325,0.3589,SVM
0.0464,0.1457,0.3583,SVM
0.051,0.1457,0.355,SVM
0.051,0.1656,0.3532,SVM
0.0537,0.1656,0.3523,SVM
0.0537,0.1722,0.3515,SVM
0.0591,0.1722,0.3499,SVM
0.0591,0.1788,0.3494,SVM
0.061,0.1788,0.3467,SVM
0.061,0.1854,0.3467,SVM
0.0628,0.1854,0.3432,SVM
0.0628,0.1921,0.342,SVM
0.0646,0.1921,0.3416,SVM
0.0646,0.2053,0.3403,SVM
0.0682,0.2053,0.3384,SVM
0.0682,0.2318,0.3343,SVM
0.0692,0.2318,0.3338,SVM
0.0692,0.2517,0.3323,SVM
0.0719,0.2517,0.3314,SVM
0.0719,0.2715,0.3295,SVM
0.0837,0.2715,0.3168,SVM
0.0837,0.2781,0.3167,SVM
0.0855,0.2781,0.3163,SVM
0.0855,0.2914,0.3137,SVM
0.0864,0.2914,0.3137,SVM
0.0864,0.3113,0.3135,SVM
0.0874,0.3113,0.313,SVM
0.0874,0.3179,0.3126,SVM
0.0892,0.3179,0.3109,SVM
0.0892,0.3245,0.3098,SVM
0.0919,0.3245,0.3081,SVM
0.0919,0.3377,0.3073,SVM
0.0965,0.3377,0.3056,SVM
0.0965,0.351,0.3037,SVM
0.0974,0.351,0.3025,SVM
0.0974,0.3576,0.3025,SVM
0.1028,0.3576,0.2994,SVM
0.1028,0.3642,0.2992,SVM
0.1101,0.3642,0.2949,SVM
0.1101,0.3709,0.2941,SVM
0.1192,0.3709,0.2851,SVM
0.1192,0.3907,0.2834,SVM
0.1237,0.3907,0.282,SVM
0.1237,0.404,0.281,SVM
0.1265,0.404,0.2803,SVM
0.1265,0.4106,0.2801,SVM
0.1301,0.4106,0.2788,SVM
0.1301,0.4172,0.2786,SVM
0.1319,0.4172,0.2786,SVM
0.1319,0.4305,0.278,SVM
0.1328,0.4305,0.2769,SVM
0.1328,0.4371,0.2762,SVM
0.1419,0.4371,0.2723,SVM
0.1419,0.4437,0.2722,SVM
0.1474,0.4437,0.2689,SVM
0.1474,0.4503,0.2689,SVM
0.151,0.4503,0.2654,SVM
0.151,0.457,0.2645,SVM
0.152,0.457,0.2641,SVM
0.152,0.4702,0.2629,SVM
0.1583,0.4702,0.2601,SVM
0.1583,0.4768,0.2598,SVM
0.1601,0.4768,0.2595,SVM
0.1601,0.4834,0.2591,SVM
0.1656,0.4834,0.2571,SVM
0.1656,0.4901,0.257,SVM
0.1683,0.4901,0.2553,SVM
0.1683,0.5033,0.2546,SVM
0.172,0.5033,0.2539,SVM
0.172,0.5166,0.253,SVM
0.1729,0.5166,0.252,SVM
0.1729,0.5232,0.2518,SVM
0.1765,0.5232,0.2486,SVM
0.1765,0.5364,0.247,SVM
0.1774,0.5364,0.2466,SVM
0.1774,0.5563,0.246,SVM
0.1865,0.5563,0.2433,SVM
0.1865,0.5629,0.2432,SVM
0.1902,0.5629,0.2417,SVM
0.1902,0.5762,0.2413,SVM
0.1929,0.5762,0.2395,SVM
0.1929,0.5828,0.2388,SVM
0.1938,0.5828,0.2385,SVM
0.1938,0.5894,0.2376,SVM
0.2047,0.5894,0.2347,SVM
0.2047,0.596,0.2346,SVM
0.2075,0.596,0.2336,SVM
0.2075,0.6026,0.2335,SVM
0.2102,0.6026,0.2321,SVM
0.2102,0.6093,0.2315,SVM
0.212,0.6093,0.2312,SVM
0.212,0.6159,0.2298,SVM
0.2193,0.6159,0.2258,SVM
0.2193,0.6225,0.2251,SVM
0.2229,0.6225,0.2233,SVM
0.2229,0.6358,0.2223,SVM
0.2266,0.6358,0.2193,SVM
0.2266,0.6424,0.2191,SVM
0.242,0.6424,0.2122,SVM
0.242,0.6556,0.2119,SVM
0.2439,0.6556,0.2117,SVM
0.2439,0.6623,0.2103,SVM
0.2457,0.6623,0.2084,SVM
0.2457,0.6689,0.2081,SVM
0.2475,0.6689,0.2079,SVM
0.2475,0.6755,0.2077,SVM
0.2493,0.6755,0.2062,SVM
0.2493,0.6821,0.2059,SVM
0.2502,0.6821,0.2057,SVM
0.2502,0.6954,0.2044,SVM
0.2511,0.6954,0.203,SVM
0.2511,0.7219,0.1996,SVM
0.2548,0.7219,0.1982,SVM
0.2548,0.7285,0.1977,SVM
0.2557,0.7285,0.1977,SVM
0.2557,0.7417,0.197,SVM
0.2621,0.7417,0.1943,SVM
0.2621,0.7483,0.194,SVM
0.2657,0.7483,0.1908,SVM
0.2657,0.755,0.1906,SVM
0.2712,0.755,0.1868,SVM
0.2712,0.7616,0.1856,SVM
0.2757,0.7616,0.1817,SVM
0.2757,0.7682,0.1809,SVM
0.2766,0.7682,0.1807,SVM
0.2766,0.7815,0.1804,SVM
0.2866,0.7815,0.1743,SVM
0.2866,0.7881,0.1742,SVM
0.2921,0.7881,0.1706,SVM
0.2921,0.7947,0.1699,SVM
0.293,0.7947,0.1699,SVM
0.293,0.8013,0.1697,SVM
0.2985,0.8013,0.1647,SVM
0.2985,0.8079,0.164,SVM
0.2994,0.8079,0.1636,SVM
0.2994,0.8146,0.1636,SVM
0.3003,0.8146,0.1634,SVM
0.3003,0.8212,0.1633,SVM
0.3012,0.8212,0.1633,SVM
0.3012,0.8278,0.1632,SVM
0.3057,0.8278,0.1619,SVM
0.3057,0.8344,0.1615,SVM
0.3066,0.8344,0.1612,SVM
0.3066,0.8411,0.1612,SVM
0.3085,0.8411,0.1581,SVM
0.3085,0.8477,0.158,SVM
0.3121,0.8477,0.1555,SVM
0.3121,0.8543,0.1553,SVM
0.3321,0.8543,0.1341,SVM
0.3321,0.8675,0.1335,SVM
0.3376,0.8675,0.1285,SVM
0.3376,0.8742,0.1285,SVM
0.3394,0.8742,0.1267,SVM
0.3394,0.8808,0.1266,SVM
0.3449,0.8808,0.1226,SVM
0.3449,0.8874,0.1215,SVM
0.3503,0.8874,0.1187,SVM
0.3503,0.9007,0.1177,SVM
0.3521,0.9007,0.116,SVM
0.3521,0.9073,0.1158,SVM
0.3631,0.9073,0.1094,SVM
0.3631,0.9139,0.1093,SVM
0.3658,0.9139,0.1085,SVM
0.3658,0.9205,0.1077,SVM
0.3685,0.9205,0.1058,SVM
0.3685,0.9272,0.1058,SVM
0.3731,0.9272,0.1024,SVM
0.3731,0.9338,0.1024,SVM
0.374,0.9338,0.102,SVM
0.374,0.9404,0.1001,SVM
0.3794,0.9404,0.0955,SVM
0.3794,0.947,0.0953,SVM
0.3849,0.947,0.0921,SVM
0.3849,0.9536,0.0906,SVM
0.3867,0.9536,0.0884,SVM
0.3867,0.9603,0.0878,SVM
0.3949,0.9603,0.0809,SVM
0.3949,0.9669,0.079,SVM
0.4149,0.9669,0.0615,SVM
0.4149,0.9735,0.0613,SVM
0.4268,0.9735,0.048,SVM
0.4268,0.9801,0.048,SVM
0.4359,0.9801,0.0399,SVM
0.4359,0.9868,0.0395,SVM
0.4613,0.9868,0.0284,SVM
0.4631,0.9868,0.0281,SVM
0.4904,0.9868,0.0262,SVM
0.4923,0.9868,0.0261,SVM
0.4959,0.9868,0.026,SVM
0.4977,0.9868,0.026,SVM
0.5041,0.9868,0.0258,SVM
0.5059,0.9868,0.0257,SVM
0.5223,0.9868,0.0252,SVM
0.5223,0.9934,0.0251,SVM
0.546,0.9934,0.0243,SVM
0.546,1.0,0.0243,SVM
0.5669,1.0,0.0232,SVM
0.5696,1.0,0.0232,SVM
0.5833,1.0,0.023,SVM
0.5851,1.0,0.023,SVM
0.5869,1.0,0.0229,SVM
0.5896,1.0,0.0229,SVM
0.5969,1.0,0.0225,SVM
0.5987,1.0,0.0225,SVM
0.6324,1.0,0.0216,SVM
0.6342,1.0,0.0215,SVM
0.6406,1.0,0.0213,SVM
0.6424,1.0,0.0213,SVM
0.6579,1.0,0.0209,SVM
0.6597,1.0,0.0209,SVM
0.6633,1.0,0.0208,SVM
0.6652,1.0,0.0207,SVM
0.6742,1.0,0.0205,SVM
0.6761,1.0,0.0204,SVM
0.6815,1.0,0.0203,SVM
0.6843,1.0,0.0203,SVM
0.6915,1.0,0.0201,SVM
0.6934,1.0,0.0201,SVM
0.7006,1.0,0.02,SVM
0.7025,1.0,0.02,SVM
0.7079,1.0,0.0198,SVM
0.7097,1.0,0.0198,SVM
0.7216,1.0,0.0196,SVM
0.7234,1.0,0.0195,SVM
0.7452,1.0,0.019,SVM
0.747,1.0,0.019,SVM
0.7525,1.0,0.0189,SVM
0.7543,1.0,0.0189,SVM
0.758,1.0,0.0188,SVM
0.7598,1.0,0.0188,SVM
0.7789,1.0,0.0185,SVM
0.7807,1.0,0.0185,SVM
0.7953,1.0,0.0182,SVM
0.7989,1.0,0.0181,SVM
0.8025,1.0,0.018,SVM
0.8053,1.0,0.0179,SVM
0.8726,1.0,0.0159,SVM
0.8744,1.0,0.0158,SVM
0.9072,1.0,0.0147,SVM
0.909,1.0,0.0147,SVM
1.0,1.0,0.0067,SVM
